"code","level","title","credits","description"
"MBA 654","","Strategic Client Acq/Retention",3.0,"Strengthening the art and science of persuasion and influencing in selling and interpersonal leadership skills to drive prospect decision-making towards mutually beneficial outcomes. Leading salespeople and buyers to build a long-term portfolio of loyal, strategic partners."
"COMMS 640","","Strategic Communications",3.0,"Students in this class will identify a real organization that requires a strategic communication project to solve an important problem for the organization. Throughout the semester students will then create a strategic plan for the organization. They will then execute a project that helps the organization achieve its strategic communications objectives and evaluate its success. Throughout this process, communication theory, practices, and research will be applied to analyzing and solving public relations, advertising, and other strategic communication problems. Students will create a strategic plan using elements from their previous courses, including the advertising and public relations graduate courses."
"MBA 685","","Strategic Decision Making",1.5,"Economic, philosophic (logical), psychological, political, and history-based models of decision making and judgment; improving students' decision making processes."
"MBA 548","","Strategic Human Resource Mgt",3.0,"HRM from manager's perspective. Employment relationship, recruiting/selection, employment law, performance management, and HRM in emerging companies. Managing human assets within firm's strategy, industry, and stakeholder environment."
"MBA 638","","Strategic Issues in Operations",3.0,"Interface of strategy and manufacturing.  Topics include:  capacity and facilities management, work force management, quality management, technology management, vertical integration, manufacturing infrastructure, manufacturing interface with other functions, and incorporating manufacturing in corporate strategy."
"EDLF 602","","Strat Ldrshp for Sch Improvmnt",3.0,"Theoretical foundations of leadership, organizational theory, strategy, and change. Applying strategic leadership and decision making to effectively align school organizational systems of vision/mission, internal organization, and external environment to facilitate school improvement. "
"MBA 696","Yes","Strategic Leadership",1.5,"Provides future leaders with a rigorous set of tools and frameworks to successfully lead organizations in a future that is increasingly turbulent and often hostile."
"MBA 529","","Strategic Logistics Management",3.0,"Applying and integrating logistics-related topics, including materials management, physical distribution, inventory management, warehousing, logistics network design, customer service, packaging, and materials handling."
"MBA 687","","Strategic Simulation",1.5,"Participating as teams in an on-line strategy experience and practicing skills in strategy formulation, group decision making, and strategy execution"
"MBA 532","","Strategic Sourcing",3.0,"Upstream supply chain activities of supplier selection, management, and development. Topics will include negotiations, costing, product development, and commodity analysis."
"MBA 531","","Sourcing and Logistics",3.0,"Applying and integrating sourcing and logistics-related topics, including: supplier selection, management, and development; cost analysis; total cost of ownership; contract management; category analysis; materials management; physical distribution; inventory management; warehousing; logistics network design; customer service; packaging; and materials handling."
"STRAT 431","","Strategic Thinking 1",1.5,"An in-depth exploration of the nature of questions with a focus on developing critical thought and theoretical understanding."
"STRAT 432","","Strategic Thinking 2",1.5,"An in-depth exploration of relationships in both personal and professional settings with a focus on developing the soft skills relevant to business managers."
"STRAT 433","","Strategic Thinking 3",1.0,"An in-depth exploration of world issues relevant to business managers with a focus on developing a broader horizon for effective leadership."
"LAW 681","","Strategies in Legal Analysis",2.0,"Strategies in Legal Analysis is an Extended Bar Review Course that begins to prepare students to study for and ultimately pass state bar exams.  Specifically, students will receive in-depth skill instruction on reading comprehension, issue identification, rule mastery, legal analysis, multiple-choice question skills, essay writing skills, and critical thinking.  The focus of the class will be on skills, not content; however, content will be used to help students learn the applicable skills. "
"EMBA 683","","Strategy",3.0,"Application of strategic tools, insights, and frameworks designed to help organizations achieve optimal performance in competitive industries. The course uses business cases to analyze how and why specific strategies succeed or fail. "
"STRAT 401","","Strategy 1",3.0,"Structured problem solving, strategic thinking, and basic strategy concepts to prepare students to analyze and understand the sources of competitive advantage and superior firm performance."
"STRAT 411","","Strategy 2",3.0,"Advanced strategy topics such as growth and diversification strategy, pricing strategy, game theory and competitor analysis, strategy as real options, and strategic flexibility and commitment."
"STRAT 402","","Strategy Analytics 1",3.0,"Concepts and tools of economic and quantitative analysis as they relate to the development and success of strategy."
"STRAT 412","","Strategy Analytics 2",3.0,"Advanced concepts and tools of economic and quantitative analysis as they relate to the development and success of strategy. Including data gathering, data visualization, and data analysis."
"STRAT 392","","Strategy and Economics",3.0,"Concepts and tools of strategic management, with an emphasis on the economic tools influencing the success of strategy in the development of sustainable competitive advantage."
"STRAT 560","","Strategy and Economics",3.0,"Concepts and tools of strategic management, with an emphasis on the economic tools influencing the success of strategy in the development of sustainable competitive advantage."
"STRAT 421","","Strategy Implementation",3.0,"Integrative course on strategy formulation and implementation, including a field study. Topics include organizational alignment (structure and processes that fit the stragety), change management, and strategic leadership. "
"MBA 681","","Strategy Implementation",1.5,"Creating alignment among organizational elements of the firm; managing strategic change; and the role of personal and business values in strategy."
"HIST 313","","Strategy in Peace and War",3.0,"The modern evolution and contemporary development of grand strategies in peace and war, connecting success or failure with unintended consequences. Historical case studies extend from the Thirty Years' War to the Global War on Terrorism."
"MBA 682","","Strategy Lessons from History",3.0,"Historical figures (such as Queen Elizabeth I, Winston Churchill, Brigham Young, and Ernest Shackleton) and their strategic leadership decisions in significant situations, highlighting key management concepts previously studied."
