"subject","level","course_code","course_name","description","credits"
"NRM - Natural Resources Management ","Undergraduate Courses","NRM 4408","Wildlife Population Dynamics and Analysis","Prerequisites: C or better in NRM 1401 , NRM 3407 , and NRM 3308 . The mechanisms of wildlife population changes and their management. Detailed examination of techniques for measuring population characteristics.   (CL)  S.","4 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5000","Professional Internship/Capstone","Provides essential supervised study and practical training in integrating coursework into real-world applications in professional work environments associated with natural resource careers.","V1-6 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5100","Seminar","An organized discussion of current problems in range, wildlife, and fisheries management. May be repeated.","1 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5201","Foundations of Ecology and Conservation Biology","Examination of classic foundational papers in ecology and conservation biology, their influence in these fields, and their relevance to current research.","2 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5302","Range Research Methods","Prerequisite: C or better in ISQS 5346. Study plan preparation; methods of studying vegetation; sampling techniques; increasing sampling efficiency; methods of reducing experimental error; grazing studies; utilization studies; wildlife techniques; and tests of goodness of fit for binomial, poison, negative binomials, and normal distributions.     F, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5303","Synecology","An advanced study of terrestrial plant community ecology; mechanisms and consequences of species coexistence; diversity relations; causes and patterns of community development; community dynamics. Statistical and numerical analyses applicable to community ecology are discussed.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5304","Fire Behavior and Ecology","Prerequisite: Instructor consent. An assessment of the role of fire in succession and management of plants and animals in all major vegetation types of U.S. and Canada; effect of fire on litter and soil properties; fire temperatures and heat effects. Field trips required.     S, odd years, F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5305","Plant Ecophysiology","Prerequisite: Instructor consent. Advanced study of the influences of the environmental complex on the processes, structure, and physiological functioning of an individual plant or species.     S, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5306","The Physiological Basis for Grazing Management","A study of the physiological processes, morphological development, nutritional qualities, and palatability of range plants as a basis for grazing management strategies for domestic and wild animals. Field trips required.     F, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5307","Wetland Ecology","Prerequisite: Instructor consent. Advanced study in the ecology and management of wetland ecosystems.     F, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5308","Advanced Restoration Ecology","Advanced study of restoring damaged ecosystems. Explores the history, practice, and theory of restoration ecology through case studies, literature, and hands-on experience.     S, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5309","Population Estimation and Dynamics","Prerequisite: Instructor consent. Principles of estimation theory. Detailed examination of modern analysis techniques; indices, line transect, capture-recapture, Jolly-Seber, survival, and life table limitations. Computer use.     S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5310","Advanced Range Ecology","An examination of the basic ecological principles affecting plant growth and development, distribution of plants, community structure and dynamics, and nutrient cycling. Field trips required.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5311","Wildlife Conservation and Management","An examination of conservation principles and management practices enhancing wildlife populations.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5312","Ecology of Renewable Natural Resources","An introduction to the ecology of renewable natural resources such as vegetation, wildlife, soil, and water.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5313","Advanced Big Game Ecology and Management","An advanced study of the ecology and management of big game resources. Field trips required.     S, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5314","Advanced Upland Game Ecology and Management","An advanced study of the ecology and management of upland game resources. Field trips are required.     S, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5315","Advanced Studies in Range-Wildlife Habitat","An ecological approach to wildlife management stressing the relationships between animals and their habitat. Focuses on rangeland habitats. Field trips required.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5316","Waterfowl Ecology","An ecological examination of waterfowl behavior, breeding biology, and habitat requirements. Field trips required.     F, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5317","Watershed Management","Management concepts of watersheds as a holistic unit. Inventory techniques, information sources, analysis procedures, and economic and financial effects applicable to watershed management planning.     F, S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5318","Range Animal Nutrition","Prerequisite: Instructor consent. Study of the nutritional relationship between the range resource and grazing herbivores, including domestic livestock and wild ungulates, and techniques for range animal nutrition research.     F, odd years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5319","Mammalian Predator-Prey Relationships","Examines evolution of predator-prey relationships and historical and current management practices. Only for NRM, ANSC, or BIOL graduate students.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5320","Natural Resource Biopolitics","Policy, planning, and conflict resolution from a natural resource management perspective. Historical, agency, and private organization roles in natural resource management are evaluated.     F.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5321","Wetland Management and Policy","Examination of the history and current events in wetland management and policy, including training in skills such as communicating across political divides and wetland delineation.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5322","Advanced Nongame Ecology and Management","Ecological approach to nongame wildlife population management. Public policies, socioeconomic factors, population dynamics, and species-at-risk issues are examined.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5323","Prescribed Burning","Planning, implementing, evaluating prescribed fires, and expert systems. Field trips required.     S.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5324","Physiological Ecology of Aquatic Organisms","Regulatory mechanisms and adaptive significance of selected physiological processes in aquatic vertebrates.     S, even years.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5325","Raptor Ecology and Conservation","Provides an introduction to North American raptors, their biology, physiology, life history, ecology, management, and conservation.","3 Semester Credit Hours"
"NRM - Natural Resources Management ","Graduate Courses","NRM 5330","Advanced Aquaculture","Prerequisite: Instructor consent. A global overview of aquaculture including fish, aquatic invertebrates, plants, and design and operation of production facilities.     F, odd years.","3 Semester Credit Hours"
