course_code,title,credits,description
STAT 702,"Master's Special Problems, Directed Study, and/or Examination",V 1-18,"May be repeated for credit . Independent research in special problems, directed study, and/or examination credit for students in a non-thesis master's degree program. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 702 credit. S, U grading."
STAT 800,"Doctoral Research, Dissertation, and/or Examination",V 1-18,"May be repeated for credit . Course Prerequisite: Admitted to the Statistical Science PhD program. Independent research and advanced study for students working on their doctoral research, dissertation and/or final examination. Students must have graduate degree-seeking status and should check with their major advisor/committee chair before enrolling for 800 credit. S, U grading."
TCH_LRN 301,Learning and Development,3,"Analysis of the connections among learning theories, human development theories, and educational practice in today's PK-12 classrooms."
TCH_LRN 304,Introduction to Middle Level Education,3,"Course Prerequisite: H D 101; TCH LRN 301. Introduction to developmentally appropriate organization, structures, curriculum, and instruction in the middle grades."
TCH_LRN 305,Fundamentals of Instruction,2,"Course Prerequisite: For candidates admitted to teacher education (elementary education). Introduction to lesson and unit plans, state standards, instructional models, and basic strategies for using and integrating technology."
TCH_LRN 307,Survey of Children's Literature,3,"Types, values, selection of children's literature; role of teacher in facilitating children's experiences with books."
TCH_LRN 310,[M] Classroom Management,2,Course Prerequisite: For candidates admitted to teacher education (elementary education). Strategies for developing positive and supportive classroom learning environments.
TCH_LRN 317,Initial Practicum Experience,2,"Course Prerequisite: TCH LRN 301. Classroom experience providing observation, reflection and gradual classroom involvement and teaching responsibility. S, F grading."
TCH_LRN 321,Early Literacy,3,Course Prerequisite: For candidates admitted to teacher education (elementary education). Designed for pre-service teachers to link assessment and instruction and guide the development of early reading and writing skills.
TCH_LRN 322,[M] Reading and Writing in Grades 4 - 8,3,Course Prerequisite: For candidates admitted to teacher education (elementary education). Designed for pre-service teachers to link assessment and instruction and assist upper-elementary students to read and write more effectively.
TCH_LRN 323,Literacy Assessment and Intervention,3,Course Prerequisite: TCH LRN 321. Effective and equitable literacy assessment using research-based practices; instructional methods for assisting students who are experiencing reading difficulties and supporting students' social emotional needs and cultural identities within the literacy process.
TCH_LRN 330,Equity and Diversity within Schools and Communities,3,"Course Prerequisite: TCH LRN 301 or concurrent enrollment; for candidates admitted to teacher education (Elementary Education). Social, historical, and philosophical foundations of gender, socioeconomic, linguistic, and cultural diversity in schools."
TCH_LRN 333,Introduction to Multilingual Education,3,Foundations of ESL with attention to basic concepts of second language processing in educational settings.
TCH_LRN 339,Communication in Multilingual Classrooms and Communities,3,"Selected topics dealing with linguistic diversity, cross-cultural communication, language development and language use."
TCH_LRN 352,Teaching Elementary Mathematics,3,"Course Prerequisite: MATH 252; for candidates admitted to teacher education (EDUC). Teaching methods, materials, and content in elementary and middle school mathematics."
TCH_LRN 371,Teaching Elementary Science,3,"Course Prerequisite: For candidates admitted to teacher education (elementary education). Teaching methods, materials, and content in elementary and middle school science."
TCH_LRN 385,Teaching Elementary Social Studies,3,"Course Prerequisite: For candidates admitted to teacher education (elementary education). Teaching methods, materials, and content in elementary and middle school social studies."
TCH_LRN 390,Integrating Fine Arts into K-8 Curriculum,3,"Course Prerequisite: For candidates admitted to teacher education (elementary education). Integrating the range of fine arts (art, music, dance, drama) into K-8 curriculum; designed for preservice and inservice general K-8 teachers."
TCH_LRN 401,Practicum in Multilingual Education,3 (1-6),May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: For candidates admitted to teacher education (elementary education or secondary education). Work with students from diverse linguistic and cultural backgrounds in educational settings. Credit not granted for both TCH LRN 401 and 501. Offered at 400 and 500 level.
TCH_LRN 402,Instructional Practicum I,V 1 (0-3) to 6 (0-18),"May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: For candidates admitted to teacher education (elementary education). Application of educational theories and approaches learned during methods Block I. S, F grading."
TCH_LRN 404,Linguistics for Educators,3,"Use of linguistics to better understand second language learning and teaching and the physical aspects of acquiring a language. Recommended preparation: TCH LRN 333, and /or TCH LRN 339, or admission to the College of Education, Sport, and Human Sciences."
TCH_LRN 405,Instructional Practicum II,V 1 (0-3) to 6 (0-18),"May be repeated for credit ; cumulative maximum 6 credits . Course Prerequisite: For candidates admitted to teacher education (elementary education). Application of educational theories and approaches learned during methods Block II. S, F grading."
TCH_LRN 409,Curriculum and Assessment for Multilingual Education,3,Research in curriculum development for and assessment of language minority students.
TCH_LRN 410,Foundations of Multilingual Education,3,Theoretical foundations related to research and instructional strategies for effective schooling of language minority students. Credit not granted for TCH LRN 410 and 510. Offered at 400 and 500 level.
TCH_LRN 411,Dual Language Teaching Methods and Materials,3,"Course Prerequisite: TCH LRN 333, 339, 410, or 413. Approaches, methods, and materials across content areas for the bilingual classroom."
TCH_LRN 413,Introduction to Multilingual Education in Elementary Settings,V 2-3,Course Prerequisite: For candidates admitted to teacher education (elementary education). Introduction to teaching ESL students for K-8 teachers.
TCH_LRN 414,Methods and Materials for Multilingual Education,3,Research and instructional methods related to English language acquisition across content areas. Recommended preparation: TCH LRN 410 or 510; TCH LRN 509; TCH LRN 549. Credit not granted for both TCH LRN 414 and TCH LRN 514. Offered at 400 and 500 level.
