"department","code","title","description","credits"
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 285","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Course for freshman and sophomore students who desire additional laboratory work in physiology to supplement required courses.Prerequisites:Freshman or sophomore classification; approval of department head.","Credits 0 to 4. 


0 to 4 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 289","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified area of veterinary physiology and pharmacology. May be repeated for credit.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 291","Research","Credits 0 to 4. 


0 to 4 Other Hours.Laboratory and/or field research supervised by a faculty member. Must be taken on a satisfactory/unsatisfactory basis.Prerequisites:Freshman or sophomore classification; approval of instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 323","Physiology of Domestic Animals","Credits 3. 
3 Lecture Hours.Physiology essential to the understanding of life processes; for animal science, wildlife, agriculture and related fields.Prerequisite:BIOL 111or equivalent; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 330","Biomedical Toxicology","Credits 3. 
3 Lecture Hours.Understanding basic toxicologic concepts related to exposure, absorption and elimination of toxic compounds as well as mechanisms of action of toxicants and how they affect the body's organ systems; integration of toxicology with pharmacology and physiology to further understand how various toxicants impact on the body.Prerequisites:VIBS 222orBIOL 319or approval of instructor; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 401/BMEN 400","History of Human and Veterinary Medicine in Europe","Credits 4. 
4 Lecture Hours.Addresses the major developments in human and veterinary medicine in Europe from the Middle Ages to the present; explores key events and figures in medical history and analyzes issues of current biomedical concern in a historical context; for example, animal rights, ethics of humane experimentation, euthanasia.Prerequisites:Admitted to major degree sequence in biomedical engineering;VTPP 434.Cross Listing:BMEN 400/VTPP 401.","Credits 4. 
4 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 404","Food Toxicology and Safety","Credits 3. 
3 Lecture Hours.Toxicity and safety of various foods and food additives, ingredients, and contaminants; occurrence, control and prevention of food transmitted diseases.Prerequisite:Junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 405","Systemic Veterinary Physiology","Credits 3. 
3 Lecture Hours.Aspects of cellular physiology, physiology of excitable membranes, physiology of body fluids, neurophysiology, and the physiology of smooth, cardiac and skeletal muscle; basic understanding of mammalian physiology essential as a framework for advanced studies.Prerequisites:BIMS 320/GENE 320; junior or senior classification; or approval of instructor; proper English composition and communication.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 420","Applied Pharmacology","Credits 2. 
2 Lecture Hours.Modern themes about therapeutic drugs in animals and people including drug discovery and development, clinical use of drugs and drug regulation.Prerequisites:Grade of C or better inBICH 410,BIOL 320,VTPP 423,VTPP 434, or approval of instructor.","Credits 2. 
2 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 423","Applied Biomedical Physiology I","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Human physiological principles, review of cellular physiology, and development of an understanding of the nervous system and muscle, cardiovascular, and renal physiology; clinical applications related to organ systems.Prerequisites:Grade of C or better inPHYS 202andCHEM 228; junior classification.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 424/VIBS 424","Biomedical Neuroendocrinology and Endocrine Disorders","Credits 3. 
3 Lecture Hours.Neuroendocrine (hypothalamus-pituitary) control of puberty, menstruation, ovulation, pregnancy, labor, lactation, female reproductive cycles, male reproductive functions, thyroid and parathyroid, adrenal and kidney, diabetes, obesity, sleep, memory, learning and aging and their endocrine disorders; overview on biosynthesis, transport and signaling of peptide and neuropeptide hormones, steroids and prostaglandins.Prerequisites:Honors, junior or senior classification, or approval of instructor.Cross Listing:VIBS 424/VTPP 424.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 425","Pharmacology","Credits 3. 
3 Lecture Hours.Introduction to pharmacokinetics and pharmacodynamics; survey of major pharmaceutical classes; uses, mechanisms of action and adverse reactions of selected agents.Prerequisites:VTPP 423or grade of C or better inBIOL 320; junior or senior classification or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 427","Applied Biomedical Physiology II","Credits 3. 
3 Lecture Hours.Human physiology focused on fluid balance and acid-base balance; development of an understanding of physiology as it applies to the cardiovascular, autonomic, renal, respiratory, gastrointestinal, endocrine, reproductive system; clinical applications related to organ systems.Prerequisites:VTPP 423or grade of D or better inBIOL 320; junior or senior classification.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 434","Physiology for Bioengineers I","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Engineering analysis of living systems; quantitative aspects of physiology and engineering applications to clinical medicine; body fluid balance, solute transport, endocrinology, reproduction physiology, neurophysiology, skeletal and smooth muscle physiology.Prerequisite:Biomedical engineering (BMEN) major or approval of instructor.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 435","Physiology for Bioengineers II","Credits 4. 
3 Lecture Hours. 
2 Lab Hours.Engineering analysis of living systems; quantitative aspects of physiology and engineering applications to clinical medicine; vascular physiology, cardiac physiology, bone physiology, regenerative medicine, renal physiology, pathophysiology.Prerequisite:VTPP 434or approval of instructor.","Credits 4. 
3 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 438","Analysis of Genomic Signals","Credits 3. 
2 Lecture Hours. 
2 Lab Hours.Overview of current high throughput technology for data acquisition and analysis of genomic signals (e.g. mRNA or proteins); emphasis on the microarray technology, methods for analyzing microarray data, and approaches to model the underlying phenomena from the systems biology perspective.Prerequisites:Junior or senior classification;BIMS 320/GENE 320orGENE 320/BIMS 320andBIOL 111,BIOL 112orBIOL 213or equivalent;STAT 302or equivalent.","Credits 3. 
2 Lecture Hours. 
2 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 444","Practicum in Biomedical Research","Credits 3. 


3 Other Hours.Team or group development of sustainable collaborations that include biomedical research, high-impact educational practices and community service; emphasis on lifelong learning and the impact of research on biomedical issues and physiology; focus on connecting research experience to future career goals.Prerequisites:VTPP 223andVTPP 224, orVTPP 234andVTPP 235, or VTPP 232 and VTPP 233, orVTPP 207andVTPP 208; junior or senior classification; instructor approval.","Credits 3. 


3 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 452","Fetal and Embryo Physiology","Credits 3. 
3 Lecture Hours.Examination of the physiologic processes driving embryonic development and pregnancy; focus on embryo implantation, establishment of the placenta, development of the fetal circulatory systems and the molecular processes governing embryo differentiation and development; special emphasis on the major organ systems affected by pediatric disease and on the actions of teratogens.Prerequisites:BICH 409,BICH 410, or equivalent; or approval of instructor.","Credits 3. 
3 Lecture Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 481","Seminar","Credits 4. 


4 Other Hours.Exposure to scientists from a variety of biomedical disciplines through attendance at seminars followed by review and discussion of current scientific work in physiology and related subjects, and subsequent student seminar presentations.Prerequisites:Junior or senior classification; approval of instructor.","Credits 4. 


4 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 485","Directed Studies","Credits 0 to 4. 


0 to 4 Other Hours.Course for junior and senior students who desire additional laboratory work in physiology to supplement required courses.Prerequisites:Junior or senior classification and approval of department head.","Credits 0 to 4. 


0 to 4 Other Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 489","Special Topics in...","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours.Selected topics in an identified area of physiology, pharmacology, endocrinology or toxicology. May be repeated for credit.Prerequisite:Junior or senior classification.","Credits 1 to 4. 
1 to 4 Lecture Hours. 
0 to 4 Lab Hours."
"VTPP - Vet Physiology & Pharm (VTPP)","VTPP 491","Research","Credits 0 to 4. 


0 to 4 Other Hours.Laboratory and/or field research supervised by a faculty member.Prerequisites:Junior or senior classification; approval of instructor.","Credits 0 to 4. 


0 to 4 Other Hours."
