"subject","course_code","course_name","description","credits"
"Mechanical Engineering","ME 195B","Senior Design Project II","3 Continuation of ME 195A. Culmination of project requiring a formal report consisting of documentation of project results and oral presentation.   Misc/Lab: Lab 3 hours.  SatisfiesUD Area: 3. Cultures and Global Understanding (Formerly Area V) - when taken with ME major sequence.   Prerequisite(s):ME 195A with a C- or better.  Grading:Letter Graded.   Note(s):ME 195A and B sequence must be completed in the same academic year. Meets SJSU Studies Area S and V when course is taken in combination with: ME 195B, ENGR 195A and ENGR 195B .     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 198","Technology and Civilization","3 History, development, and use of technology in different cultures. Technology’s impact on society, global environment, the workplace, cultural values, gender roles, and newly industrialized countries of the world.    SatisfiesUD Area: 3. Cultures and Global Understanding (Formerly Area V).   Prerequisite(s):Completion of Core General Education and upper division standing are prerequisites to all UD GE courses. Completion of, or co-registration in, 100W is strongly recommended.  Grading:Letter Graded   Cross-listed with CMPE 198 / ENGR 198 / TECH 198 . Technology is responsible for scheduling.  SustainabilityRelated-SDG 9: Industry, Innovation and Infrastructure Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 199","Special Topics in Mechanical Engineering","3 Special Topics in Mechanical Engineering. Content varies from semester to semester. A total of six units may be repeated.     Course may be repeated for credit for up to 6 units.  Prerequisite(s):Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 210","Advanced Thermodynamics","3 Application of the first and second laws of thermodynamics to the analysis of engineering systems. Equations of state and thermodynamic property relations. Chemical equilibrium and combustion.      Prerequisite(s):BSME or Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 211","Advanced Heat Transfer","3 Conduction, convection and radiation heat transfer, including conjugate problems. Numerical methods and use of the computer to solve heat transfer problems.      Prerequisite(s):ME 114 or equivalent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 221","Viscous Flow Analysis and Computation","3 The Navier-Stokes equations for laminar flow; exact solutions, lubrication theory and boundary layer forms with computer-based solution techniques. Reynolds-averaging and turbulent flow; solution of the Reynolds-averaged full and boundary layer equations using computers.      Prerequisite(s):Mechanical Engineering BS or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 230","Advanced Mechanical Engineering Analysis","3 Designed to supplement and enrich students with advanced mathematical methods in treating problems selected from various areas of mechanical engineering. Topics discussed will include Fourier series, special functions, solutions to partial differential equations and numerical methods.      Prerequisite(s):BSME or BSAE or Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 231","Machine Learning and Optimization in Mechanical Engineering","3 Introduction to the basics of machine learning and optimization employed in engineering. Modules are comprised of lectures and labs including linear/nonlinear programming, convex/nonconvex/multi-objective/global optimization, linear models, neural networks, nonparametric models, semi-supervised learning, and high-performance computing.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):Graduate standing or instructor consent  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 232","Deep Learning in Mechanical Engineering","3 Introduction to the basics of deep learning methods employed in engineering and exposure to leading-edge research. Modules presented via lectures and labs cover background, feed forward neural networks (NN), convolutional NN, recurrent NN, autoencoders, generative NN, and reinforcement learning.   Lecture 2 hours/Lab 3 hours.    Prerequisite(s):Graduate standing or instructor consent  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 233","Computational Data Analysis for Mechanical Engineers","3 Developing a theoretical background and exposure to technical skills for understanding engineering and physical phenomena with a datacentric approach. Methods to classify and analyze (Random) data, conduct uncertainty analysis in engineering systems, understand and apply reduced-order models to engineering datasets, and use modern data analysis methods for gaining insights from data.      Prerequisite(s):Prerequisite(s): ME 230 or Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 240","Rigid Body Dynamics","3 Introduction to Euler’s method, Lagrange’s equations of motion and Hamilton’s principle. Three-dimensional dynamics in vector and tensor notation. Multi-body dynamics. Application to engineering problems including numerical solutions.      Prerequisite(s):BSME or Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 243","Vibration of Mechanical Systems","3 Vibration of MDOF (Multi-degree of Freedom) systems. Eigenvalue problems. Modal analysis of damped systems. Superposition and direct integration methods. Complex frequency response. Random vibration of MDOF systems. Shock and impulse. Vibration of strings, rods and beams.      Prerequisite(s):BSME degree or instructor consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 250","Precision Machine Design","3 Principles of precision machine design. Exact kinematic constraint. Error motions of a machine. Integration of mechanical design, materials, sensors, and metrology for precision applications.      Prerequisite(s):BSME or Instructor Consent.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 256","Product Design and Development","3 Introduction to the product development process as followed in the industry, latest developments in identifying product opportunities, understanding customer requirements, converting them to technical requirements, functional modeling, concept generation, selection and evaluation, latest trends in product design, patenting and intellectual property rights, group design project.      Prerequisite(s):Graduate standing with solid modelling knowledge  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 260","Applied Stress Analysis","3 Introduction to stress analysis techniques, including advanced strength of materials, energy methods and theory of elasticity. Elastic-plastic stresses, creep, fatigue, fracture mechanics, failure analysis.      Prerequisite(s):BSME or Instructor Consent. Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
"Mechanical Engineering","ME 265","Computer-Aided Mechanical Engineering Design","3 Integrated approach to CAD including: overview of CAD, numerical techniques for CAD, computer graphics and design, principles and management of design database systems, finite element analysis and CAD, design optimization, computer-aided linkage design and integrated CAD systems.      Prerequisite(s):BSME or Instructor Consent. Allowed Declared Majors: Aerospace Engineering, Mechanical Engineering.  Grading:Letter Graded     Class Schedule|Syllabus Information|University Bookstore","3"
