"course_code","course_name","course_credits"
"SOC 287","SOC 287 - Sociology of Religion","3 credits"
"SOC 288","SOC 288 - Sociology of Food","3 credits"
"SOC 289","SOC 289 - Sociology of Art","3 credits"
"SOC 304","SOC 304 - Quantitative Methods in Sociology","3 credits"
"SOC 305","SOC 305 - Qualitative Methods in Sociology","3 credits"
"SOC 306","SOC 306 - The Sociology of Human Rights","3 credits"
"SOC 313","SOC 313 - Race and Ethnicity","3 credits"
"SOC 315","SOC 315 - Social Class Inequality","3 credits"
"SOC 317","SOC 317 - Sociology of Gender","3 credits"
"SOC 318","SOC 318 - Sociology of Sexuality","3 credits"
"SOC 319","SOC 319 - Classic Social Theory","3 credits"
"SOC 321","SOC 321 - Contemporary Sociological Theory","3 credits"
"SOC 322","SOC 322 - Sociology of Community","3 credits"
"SOC 333","SOC 333 - Sociology of the Civil Rights Movement","3 credits"
"SOC 345","SOC 345 - Cultural Sociology","3 credits"
"SOC 350","SOC 350 - Family and Gender in the Developing World","3 credits"
"SOC 351","SOC 351 - Urban Sociology","3 credits"
"SOC 355","SOC 355 - Sociology of Work and Employment","3 credits"
"SOC 360","SOC 360 - Social Psychology: Sociology's View","3 credits"
"SOC 366","SOC 366 - American Society and Media","3 credits"
"SOC 377","SOC 377 - Globalization: Structures and Movements","3 credits"
"SOC 380","SOC 380 - Special Topics in Sociology","1 to 3 credits"
"SOC 381","SOC 381 - Class, Race, Gender, and Sexuality","3 credits"
"SOC 382","SOC 382 - Study Abroad in Sociology","1 to 9 credits"
"SOC 386","SOC 386 - Death and Dying","3 credits"
"SOC 387","SOC 387 - Sociology of Childhood","3 credits"
"SOC 388","SOC 388 - Middle Age and Aging","3 credits"
"SOC 392","SOC 392 - Social Deviance and Social Control","3 credits"
"SOC 399","SOC 399 - Independent Readings","1 to 3 credits"
"SOC 430","SOC 430 - Aging in Place(s): Growing Old in the Community","3 credits"
"SOC 490","SOC 490 - Practicum: Career-Service","1 to 9 credits"
"SOC 495","SOC 495 - Senior Seminar in Sociology (Capstone)","3 credits"
"SOC 499","SOC 499 - Independent Study and Research","1 to 3 credits"
"SPA 101","SPA 101 - Beginning Spanish I: Language and Culture","4 credits"
"SPA 102","SPA 102 - Beginning Spanish II: Language and Culture","4 credits"
"SPA 120","SPA 120 - Beginning Spanish for Health Care","3 credits"
"SPA 150","SPA 150 - Accelerated Beginning Spanish: Language and Culture","4 credits"
"SPA 180","SPA 180 - Special Topics in Spanish","1 to 4 credits"
"SPA 201","SPA 201 - Intermediate Spanish I: Language and Culture","4 credits"
"SPA 202","SPA 202 - Intermediate Spanish II: Language and Culture","4 credits"
"SPA 203","SPA 203 - Spanish for Heritage Speakers","4 credits"
"SPA 204","SPA 204 - Supplemental Spanish Grammar","4 credits"
"SPA 280","SPA 280 - Special Topics in Spanish","1 to 4 credits"
"SPA 285","SPA 285 - Intermediate Spanish in Mexico","4 credits"
"SPA 286","SPA 286 - Mexican Culture","2 credits"
"SPA 300","SPA 300 - Reading and Telling Stories","3 credits"
"SPA 303","SPA 303 - Professional Writing","3 credits"
"SPA 304","SPA 304 - Spanish for Health Professionals","3 credits"
"SPA 305","SPA 305 - Spanish for Law Enforcement","3 credits"
"SPA 306","SPA 306 - Spanish for Business","3 credits"
"SPA 307","SPA 307 - Death and Dying in Hispanic Literature","3 credits"
"SPA 308","SPA 308 - Spanish Phonetics","3 credits"
"SPA 309","SPA 309 - Advanced Spanish Grammar","3 credits"
"SPA 310","SPA 310 - Spanish Civilization and Culture","3 credits"
"SPA 311","SPA 311 - Latin American Civilization and Culture I","3 credits"
"SPA 312","SPA 312 - Latin American Civilization and Culture II","3 credits"
"SPA 313","SPA 313 - U.S. Latino/a Civilization and Culture","3 credits"
"SPA 314","SPA 314 - Teaching Methods","3 credits"
"SPA 315","SPA 315 - One-act Hispanic Drama","3 credits"
"SPA 320","SPA 320 - Composition and Conversation for Spanish Heritage Speakers","3 credits"
"SPA 321","SPA 321 - Composition and Conversation I","3 credits"
"SPA 322","SPA 322 - Composition and Conversation II","3 credits"
"SPA 327","SPA 327 - The History of the Spanish Language","3 credits"
"SPA 329","SPA 329 - Sociolinguistics of Spanish","3 credits"
"SPA 330","SPA 330 - Introduction to Literary Analysis","3 credits"
"SPA 331","SPA 331 - Survey of Spanish Literature","3 credits"
"SPA 332","SPA 332 - Survey of Spanish American Literature","3 credits"
"SPA 335","SPA 335 - Introduction to Spanish Linguistics","3 credits"
"SPA 350","SPA 350 - Spanish Laboratory Theatre","3 credits"
"SPA 360","SPA 360 - Perspectives on Hispanic Culture and Society","3 credits"
"SPA 361","SPA 361 - Spanish/Latin American Culture Through Film","3 credits"
"SPA 378","SPA 378 - Contemporary Latin American Literature","3 credits"
"SPA 380","SPA 380 - Special Topics in Spanish","1 to 6 credits"
"SPA 385","SPA 385 - Advanced Spanish in Mexico","4 credits"
"SPA 386","SPA 386 - Mexican Culture","2 credits"
"SPA 387","SPA 387 - EUSA Madrid-Language","3 credits"
"SPA 388","SPA 388 - EUSA Madrid-Internship","3 to 6 credits"
"SPA 395","SPA 395 - Advanced Speaking Strategies and Skills","3 credits"
"SPA 399","SPA 399 - Independent Reading","1 to 4 credits"
"SPA 410","SPA 410 - Spanish American Narrative","3 credits"
"SPA 420","SPA 420 - Topics in Early Spanish Literature","3 credits"
"SPA 430","SPA 430 - U.S. Latino/a Literature","3 credits"
"SPA 440","SPA 440 - Cervantes","3 credits"
"SPA 450","SPA 450 - Modern Spanish Novel","3 credits"
"SPA 460","SPA 460 - Women Authors","3 credits"
"SPA 480","SPA 480 - Special Topics in Spanish","1 to 6 credits"
"SPA 495","SPA 495 - Cross-national Literary Movements (Capstone)","3 credits"
"SPA 499","SPA 499 - Independent Study and Research","1 to 4 credits"
"SPM 202","SPM 202 - Social Cultural Dimensions of Sport","3 credits"
"SPM 225","SPM 225 - Introduction to Sport Management","3 credits"
"SPM 355","SPM 355 - Contemporary Concepts of Coaching","3 credits"
"SPM 356","SPM 356 - Current Topics in Sport Management","3 credits"
"SPM 360","SPM 360 - Practicum in Sport Coaching","3 credits"
"SPM 376","SPM 376 - Sport Facility and Event Management","3 credits"
"SPM 380","SPM 380 - Special Topics in Sport Management","1 to 3 credits"
"SPM 390","SPM 390 - Practicum in Sport Management","3 credits"
"SPM 399","SPM 399 - Independent Study in Sport Management","1 to 3 credits"
"SPM 490","SPM 490 - Internship in Sport Management","6 to 12 credits"
"SPM 495","SPM 495 - Administration in Sport Management","3 credits"
"SPM 499","SPM 499 - Independent Study in Sport Management","1 to 3 credits"
"SST 308","SST 308 - Teaching Elementary Social Studies: Grades PK-3","3 credits"
"SST 309","SST 309 - Teaching Elementary Social Studies: Grades 3-6","3 credits"
"SST 310","SST 310 - Teaching Social Studies: Secondary","3 credits"
"SST 311","SST 311 - Data Literacy for Social Studies Teachers","3 credits"
"SST 495","SST 495 - Education in Plural Societies (Capstone)","3 credits"
"STA 126","STA 126 - Statistics for Elementary Teachers","2 credits"
"STA 185","STA 185 - Statistics Study Abroad","1 to 6 credits"
"STA 215","STA 215 - Introductory Applied Statistics","3 credits"
"STA 216","STA 216 - Intermediate Applied Statistics","3 credits"
"STA 220","STA 220 - Statistical Modeling for Engineers","2 credits"
"STA 285","STA 285 - Statistics Study Abroad","1 to 6 credits"
"STA 301","STA 301 - Questionnaire Design and Execution","3 credits"
"STA 310","STA 310 - Introduction to Biostatistics","3 credits"
"STA 311","STA 311 - Introduction to Survey Sampling","3 credits"
"STA 312","STA 312 - Probability and Statistics","3 credits"
"STA 314","STA 314 - Statistical Quality Methods","3 credits"
"STA 315","STA 315 - Design of Experiments","3 credits"
"STA 317","STA 317 - Nonparametric Statistical Analysis","3 credits"
"STA 318","STA 318 - Statistical Computing","3 credits"
"STA 321","STA 321 - Applied Regression Analysis","3 credits"
"STA 323","STA 323 - Predictive Analytics","3 credits"
"STA 340","STA 340 - Statistics in the Media","3 credits"
"STA 341","STA 341 - Demographic Methods","3 credits"
"STA 345","STA 345 - Statistics in Sports","3 credits"
"STA 380","STA 380 - Special Topics in Statistics","1 to 3 credits"
"STA 385","STA 385 - Statistics Study Abroad","1 to 6 credits"
"STA 412","STA 412 - Mathematical Statistics I","4 credits"
"STA 415","STA 415 - Mathematical Statistics II (Capstone)","4 credits"
"STA 418","STA 418 - Statistical Computing and Graphics with R","3 credits"
"STA 419","STA 419 - Statistics Project","3 credits"
"STA 421","STA 421 - Bayesian Data Analysis","3 credits"
"STA 425","STA 425 - Actuarial Probability and Statistics","3 credits"
"STA 426","STA 426 - Multivariate Data Analysis","3 credits"
"STA 430","STA 430 - History of Statistics","1 credits"
"STA 490","STA 490 - Statistics Internship","1 to 3 credits"
"STA 499","STA 499 - Independent Study and Research","1 to 3 credits"
"STA 518","STA 518 - Statistical Computing and Graphics with R","3 credits"
"STA 526","STA 526 - Multivariate Data Analysis","3 credits"
"STA 580","STA 580 - Special Topics in Statistics","1 to 4 credits"
"STA 610","STA 610 - Applied Statistics for Health Professions","3 credits"
"STA 615","STA 615 - Design of Experiments for Engineers","3 credits"
"STA 616","STA 616 - Statistical Programming","3 credits"
"STA 620","STA 620 - Applied Multivariate Methods for Health Care","3 credits"
"STA 621","STA 621 - Design of Experiments and Regression","4 credits"
"STA 622","STA 622 - Statistical Methods for Biologists","3 credits"
"STA 623","STA 623 - Categorical Data Analysis","3 credits"
"STA 625","STA 625 - Clinical Trials","2 credits"
"STA 628","STA 628 - Survival Analysis","3 credits"
"STA 630","STA 630 - Topics in Advanced Statistical Applications","3 credits"
"STA 631","STA 631 - Statistical Modeling I","3 credits"
"STA 632","STA 632 - Statistical Modeling II","3 credits"
"STA 680","STA 680 - Special Topics in Statistics","1 to 4 credits"
"STA 697","STA 697 - Professional Learning","1 to 3 credits"
"STA 699","STA 699 - Independent Study","1 to 4 credits"
"SW 150","SW 150 - Introduction to Social Work and Social Welfare","3 credits"
"SW 300","SW 300 - Social Work and Difference, Diversity, and Privilege","3 credits"
"SW 316","SW 316 - Interviewing in Social Work","3 credits"
"SW 317","SW 317 - Generalist Practice I","3 credits"
"SW 318","SW 318 - Generalist Practice II","3 credits"
"SW 319","SW 319 - Social Welfare Policy and Services","3 credits"
"SW 320","SW 320 - Child Welfare Policy and Practice","3 credits"
"SW 322","SW 322 - Responding to Chronic Illness","3 credits"
"SW 333","SW 333 - Community Work with the Lesbian, Gay, Bisexual, and Transgender Community","3 credits"
"SW 340","SW 340 - Human Behavior and the Social Environment I","3 credits"
"SW 341","SW 341 - Human Behavior and the Social Environment II","3 credits"
"SW 344","SW 344 - Responding to Loss, Death, and Grief","3 credits"
"SW 348","SW 348 - Professional Development in Social Work","3 credits"
"SW 351","SW 351 - Cross-cultural Service Learning","3 credits"
"SW 354","SW 354 - Global: Cross-cultural Community Based Learning","3 to 4 credits"
"SW 355","SW 355 - Addressing Ageism and Health","3 credits"
"SW 380","SW 380 - Special Topics in Social Work","1 to 4 credits"
"SW 430","SW 430 - Social Work Research","4 credits"
"SW 439","SW 439 - The Family and Social Work Practice","3 credits"
"SW 490","SW 490 - Social Work Field Education I","3 credits"
"SW 491","SW 491 - Social Work Field Education II","3 credits"
"SW 492","SW 492 - Social Work Field Seminar I","1 credits"
"SW 493","SW 493 - Social Work Field Seminar II","1 credits"
"SW 495","SW 495 - Social Work Capstone","3 credits"
"SW 499","SW 499 - Independent Study in Social Work","1 to 4 credits"
"SW 600","SW 600 - Cultural Competency for Social Work","3 credits"
"SW 601","SW 601 - Foundations of Social Work Practice","3 credits"
"SW 603","SW 603 - Integrated Methods","3 credits"
"SW 610","SW 610 - Social Welfare Policy and Services I","3 credits"
"SW 612","SW 612 - Social Policy: Families and Children","3 credits"
"SW 613","SW 613 - Human Rights and Social Work","3 credits"
"SW 614","SW 614 - Social Policy and Mental Health","3 credits"
"SW 620","SW 620 - Human Behavior and the Social Environment","3 credits"
"SW 622","SW 622 - Clinical Diagnosis and Treatment Planning","3 credits"
"SW 629","SW 629 - Communities and Organizations: Engagement, Assessment, Intervention, and Evaluation","3 credits"
"SW 630","SW 630 - Social Work: Global Service-learning","3 credits"
"SW 631","SW 631 - Social Work: U.S. Community-based Service Learning","3 credits"
"SW 640","SW 640 - Seminar in Advanced Generalist Practice  (Capstone)","3 credits"
"SW 650","SW 650 - Field Education I","3 credits"
"SW 651","SW 651 - Field Education Seminar I","1 credits"
"SW 652","SW 652 - Field Education II","3 credits"
"SW 653","SW 653 - Field Education Seminar II","1 credits"
"SW 654","SW 654 - Field Education III","3 credits"
"SW 655","SW 655 - Field Education Seminar III","1 credits"
"SW 660","SW 660 - Grant Writing and Resource Development","3 credits"
"SW 661","SW 661 - Social Work in the School/ Educational Setting","3 credits"
"SW 662","SW 662 - Substance Abuse and Social Work Practice","3 credits"
"SW 663","SW 663 - Child and Adolescent Development/Practice","3 credits"
"SW 664","SW 664 - Social Work Practice in Schools","3 credits"
"SW 665","SW 665 - Opportunities in Aging Societies","3 credits"
"SW 668","SW 668 - Child and Adolescent Trauma","3 credits"
"SW 669","SW 669 - Responses to Loss and Death","3 credits"
"SW 670","SW 670 - Social Work Practice with Individuals","3 credits"
"SW 671","SW 671 - Social Work Practice in Health Care","3 credits"
"SW 672","SW 672 - Social Work Practice with Groups","3 credits"
"SW 673","SW 673 - Social Work Practice with Children and Adolescents","3 credits"
"SW 674","SW 674 - Social Work Practice: Families and Children","3 credits"
"SW 675","SW 675 - Child Welfare and Family Services","3 credits"
"SW 676","SW 676 - Community and Social Planning","3 credits"
"SW 677","SW 677 - Principles of Supervision","3 credits"
"SW 678","SW 678 - Human Services Administration","3 credits"
"SW 679","SW 679 - Program Monitoring and Evaluation","3 credits"
"SW 680","SW 680 - Special Topics in Social Work","1 to 4 credits"
"SW 690","SW 690 - Social Research I","3 credits"
"SW 691","SW 691 - Social Research II","3 credits"
"SW 695","SW 695 - Master's Thesis","1 to 6 credits"
"SW 696","SW 696 - Continuation of Master's Project or Thesis Research","1 credits"
"SW 697","SW 697 - Professional Learning","1 to 3 credits"
"SW 699","SW 699 - Independent Study","1 to 3 credits"
"THE 101","THE 101 - Introduction to Theatre","3 credits"
"THE 151","THE 151 - Acting Process","3 credits"
"THE 152","THE 152 - Voice for the Actor","3 credits"
"THE 161","THE 161 - Theatre Production","3 credits"
"THE 162","THE 162 - Play Analysis","3 credits"
"THE 198","THE 198 - Rehearsal and Performance","1 to 3 credits"
"THE 250","THE 250 - Theatre Management","3 credits"
"THE 252","THE 252 - Acting Characterization","3 credits"
"THE 261","THE 261 - Stagecraft I","3 credits"
"THE 262","THE 262 - Costume Construction","3 credits"
"THE 263","THE 263 - Makeup","2 credits"
"THE 298","THE 298 - Applied Theatre Practice","1 to 3 credits"
"THE 300","THE 300 - Storytelling","3 credits"
"THE 325","THE 325 - Theatre for Social Change","3 credits"
"THE 356","THE 356 - Acting for the Camera","3 credits"
"THE 362","THE 362 - Production Dramaturgy","3 credits"
"THE 365","THE 365 - Directing I","3 credits"
"THE 366","THE 366 - Drama in Education","3 credits"
"THE 367","THE 367 - Scenography","3 credits"
"THE 368","THE 368 - Lighting Design","3 credits"
"THE 369","THE 369 - Costume Design","3 credits"
"THE 371","THE 371 - Theatre History I","3 credits"
"THE 372","THE 372 - Theatre History II","3 credits"
"THE 380","THE 380 - Special Topics in Theatre","1 to 3 credits"
"THE 399","THE 399 - Independent Reading","1 to 3 credits"
"THE 400","THE 400 - Touring Theatre Production","3 credits"
"THE 454","THE 454 - Acting Advanced Scene Study","3 credits"
"THE 455","THE 455 - Shakespeare Performance","3 credits"
"THE 465","THE 465 - Directing II","3 credits"
"THE 490","THE 490 - Internship","1 to 6 credits"
"THE 495","THE 495 - Theatre Capstone","3 credits"
"THE 499","THE 499 - Independent Research","1 to 3 credits"
"US 102","US 102 - Career Education Class","1 credits"
"US 280","US 280 - Special Topics in University Studies","3 credits"
"US 301","US 301 - Internship and Job Search Strategies","1 credits"
