"course_code","course_title","department","description","credits","level"
"PSYCH 955","Seminar in Social Psychology and Health","Psychology (PSYCH)","Theoretical and empirical contributions of social psychology to health. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PSYCH 961","Seminar in Child-Clinical Psychology","Psychology (PSYCH)","Diagnosis, etiology, therapy, and research in child-clinical psychology are discussed and criticized. Prerequisites:graduate standing. Course Rules:Counts as a repeat ofPSYCH 711with similar topic. Repeatable to 6 cr max. Last Taught:Spring 2025, Fall 2024, Spring 2024, Fall 2023. ","1"," Graduate"
"PSYCH 990","Doctoral Research","Psychology (PSYCH)","Prerequisites:grad st & admis to candidacy for Ph.D. degree. Course Rules:Retakable. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","1-6"," Graduate"
"PSYCH 995","Clinical Psychology Internship","Psychology (PSYCH)","Required internship for students in the clinical psychology PhD program. Prerequisites:clinical psych doctoral student; dissertator status; proposal hearing passed; cons instr. Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","Course Rules:Considered full time for FA purposes. Retakable. Students who have passed dissertation defense enroll for 1 cr; all others enroll for 3",""
"PUB ADM 243","Public Administration","Public Administration (PUB ADM)","The means used to implement political values with emphasis on problems of administration in modern government. Prerequisites:none. Course Rules:Pol Sci 243 & Pub Adm 243 are jointly offered; they count as repeats of one another. General Education Requirements:SS Last Taught:Spring 2023, Spring 2022, Spring 2021. ","3"," Undergraduate"
"PUB ADM 400","Ethics and Responsibility in Public Administration","Public Administration (PUB ADM)","How public administrators make ethically-sound decisions; moral and value systems that shape public administration; temptations that can cause officials to stray from ethical standards. Prerequisites:jr st. Course Rules:Counts as repeat of Pol Sci 387 w/ Administrative Ethics & Responsibility subtitle. Last Taught:Fall 2014, Spring 2013. ","3"," Undergraduate/Graduate"
"PUB ADM 400G","Ethics and Responsibility in Public Administration","Public Administration (PUB ADM)","How public administrators make ethically-sound decisions; moral and value systems that shape public administration; temptations that can cause officials to stray from ethical standards. Prerequisites:jr st. Course Rules:Counts as repeat of Pol Sci 387 w/ Administrative Ethics & Responsibility subtitle. Last Taught:Fall 2014, Spring 2013. ","3"," Undergraduate/Graduate"
"PUB ADM 452","Administrative Law","Public Administration (PUB ADM)","An examination of due process, privacy, and other constitutional and legal issues as they arise in the regulatory investigatory, and enforcement activities of administrative agencies. Prerequisites:jr st. Course Rules:American politics course. Pol Sci 452 & Pub Adm 452 are jointly offered; they count as repeats of one another. Last Taught:Spring 2025, Spring 2023. ","3"," Undergraduate/Graduate"
"PUB ADM 452G","Administrative Law","Public Administration (PUB ADM)","An examination of due process, privacy, and other constitutional and legal issues as they arise in the regulatory investigatory, and enforcement activities of administrative agencies. Prerequisites:jr st. Course Rules:American politics course. Pol Sci 452 & Pub Adm 452 are jointly offered; they count as repeats of one another. Last Taught:Spring 2025, Spring 2023. ","3"," Undergraduate/Graduate"
"PUB ADM 461","Organizational Theory and Practice","Public Administration (PUB ADM)","Analysis of the role of organizations in contemporary society, with particular emphasis on governmental organizations that have formal regulation of individual group behavior as their basic functions. Prerequisites:jr st. Last Taught:Fall 2021, Fall 2020. ","3"," Undergraduate/Graduate"
"PUB ADM 461G","Organizational Theory and Practice","Public Administration (PUB ADM)","Analysis of the role of organizations in contemporary society, with particular emphasis on governmental organizations that have formal regulation of individual group behavior as their basic functions. Prerequisites:jr st. Last Taught:Fall 2021, Fall 2020. ","3"," Undergraduate/Graduate"
"PUB ADM 630","Budgeting and Finance in the Public Sector","Public Administration (PUB ADM)","Examination of the budgeting process in the public sector; development of skills in budgeting and financial management. Topics include capital budgeting, debt management, revenue forecasting, and auditing. Prerequisites:sr st or cons instr. Course Rules:Jointly-offered w/& counts as repeat of UrbPlan 630. Last Taught:Fall 2024, Fall 2023. ","3"," Undergraduate/Graduate"
"PUB ADM 630G","Budgeting and Finance in the Public Sector","Public Administration (PUB ADM)","Examination of the budgeting process in the public sector; development of skills in budgeting and financial management. Topics include capital budgeting, debt management, revenue forecasting, and auditing. Prerequisites:sr st or cons instr. Course Rules:Jointly-offered w/& counts as repeat of UrbPlan 630. Last Taught:Fall 2024, Fall 2023. ","3"," Undergraduate/Graduate"
"PUB ADM 730","Budgeting for Public Sector Professionals","Public Administration (PUB ADM)","Budgeting skills for effective local and state government management; financial reporting, revenue collection and administration, pension funds, debt issuance, analytical techniques used in public budgeting. Prerequisites:grad st Last Taught:Spring 2024, Spring 2023, Spring 2022, Spring 2021. ","3"," Graduate"
"PUB ADM 750","Public Administration Risk and Analysis","Public Administration (PUB ADM)","Efficiency analysis; return-on-investment analysis; shared services vs. privatization; total employee compensation as a management tool; risk mitigation; the government purchasing process. Prerequisites:grad st. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PUB ADM 763","Scope and Dynamics of Public Administration","Public Administration (PUB ADM)","The field of public administration, including organization theory, public management, the politics of administration, and the role of government in policy-making. Prerequisites:graduate standing. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PUB ADM 769","Analyzing and Evaluating Public Policies and Programs","Public Administration (PUB ADM)","Examination of methods, including cost-benefit analysis and decision analysis, that aid policy makers and administrators in understanding and assessing public and nonprofit sector policies and programs. Prerequisites:graduate standing. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"PUB ADM 792","Decision-Making for Nonprofit and Public Organizations","Public Administration (PUB ADM)","Research methods including research design, measurement, and analysis. Qualitative and quantitative decision-making methods. Understanding and using basic statistical concepts and techniques in decision making. Prerequisites:grad st Course Rules:Nonprof 792 & Pub Adm 792(Pol Sci 792) are jointly offered; they count as repeats of one another. Last Taught:Fall 2024, Fall 2022, Fall 2021, Fall 2020. ","3"," Graduate"
"PUB ADM 888","Candidate for Degree","Public Administration (PUB ADM)","Available for graduate students who must meet minimum credit load requirement. Prerequisites:graduate standing. Course Rules:Fee for 1 cr assessed; unit does not count towards credit load for Fin Aid. Repeatable to 12 cr max. Satisfactory/Unsatisfactory only. Last Taught:Fall 2016, Spring 2016, Fall 2014. ","0"," Graduate"
"PUB ADM 914","Seminar in Intergovernment Relations","Public Administration (PUB ADM)","Policy issues in intergovernmental relations and the complex governmental context in which Americans live and work. Prerequisites:graduate standing. Last Taught:Spring 2023, Spring 2022, Spring 2021, Spring 2016. ","3"," Graduate"
"PUB ADM 921","Public Service Administrative Internship","Public Administration (PUB ADM)","This course combines a supervised field placement in a governmental agency or non-profit organization with class sessions and assignments designed to augment the work experience. Prerequisites:grad st; cons instr. Last Taught:Fall 2020, Spring 2019, Spring 2018, Fall 2016. ","3"," Graduate"
"PUB ADM 958","Seminar in Public Administration:","Public Administration (PUB ADM)","Selected topics covering different aspects of public administration. Prerequisites:grad st. Course Rules:Retakable w/chg in topic to 9 cr max. Last Taught:Fall 2023, Spring 2023, Fall 2022, Fall 2021. ","3"," Graduate"
"PUB ADM 959","Capstone Seminar in Public Administration","Public Administration (PUB ADM)","Seminar in public administration focusing on administrative ethics and applied research. Requires written and oral presentation of research project. Prerequisites:grad st; completion of MPA core curriculum. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"PUB ADM 965","Municipal Management","Public Administration (PUB ADM)","The political, social, and economic contexts in which the urban manager functions, with an emphasis on managing municipal service delivery and resources. Prerequisites:grad st. Course Rules:Pub Adm 965(Pol Sci 965) & Urb Std 965 are jointly offered; they count as repeats of one another. Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Graduate"
"PUB ADM 999","Independent Study","Public Administration (PUB ADM)","Independent study in a subject area of special need or interest after consultation with a faculty member. Prerequisites:grad st Last Taught:Spring 2024, Summer 2023, Spring 2023, Fall 2022. ","1-3"," Graduate"
"PH 100","New Student Experience in Public Health","Public Health (PH)","Students new to UWM develop academic and life skills for success, explore campus resources, and reflect on personal development and careers in public health. Prerequisites:none. Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","1"," Undergraduate"
"PH 101","Introduction to Public Health","Public Health (PH)","Introduction to history, science and philosophy of Public Health including scientific research, policy development and health education. Prerequisites:none. Course Rules:PH 101andCGS HES 101are jointly offered; they count as repeats of one another. General Education Requirements:SS Last Taught:Spring 2025, Fall 2024, Summer 2024, Spring 2024. ","3",""
"PH 142","Exploring Global Environmental Health","Public Health (PH)","Introduction to the sciences underpinning the study and response to infectious, chemical, and physical environmental threats to human health within a global public health framework. Prerequisites:none. Last Taught:Spring 2025, Spring 2024, Fall 2023, Spring 2023. ","3"," Undergraduate"
"PH 201","Public Health from Cells to Society I","Public Health (PH)","Introduces public health as a holistic interdisciplinary field spanning cell to society. Emphasizes active learning about current public health problems from multilevel and lifecourse perspectives. Prerequisites:Prerequisites:PH 101(P) orPH 142(P); BioSci 102(C). Last Taught:Fall 2024, Fall 2023, Fall 2022, Fall 2021. ","3"," Undergraduate"
"PH 202","Public Health from Cells to Society II","Public Health (PH)","Introduces multilevel societal drivers of health inequities over the lifecourse. Actively explores how social inequality gets under the skin to influence current public health problems. Prerequisites:PH 201(P);KIN 270(R) orSOCIOL 261(R). Last Taught:Spring 2025, Spring 2024, Spring 2023, Spring 2022. ","3"," Undergraduate"
"PH 206","Child and Adolescent Health","Public Health (PH)","Review evidence-based child and adolescent health promotion in school, community, and clinical settings; Adolescent risk behaviors of special interest. Prerequisites:none. Last Taught:Spring 2012. ","3"," Undergraduate"
"PH 208","Public Health Internship Course","Public Health (PH)","Students conceptualize, reflect upon, and apply the experiences of their public health internship. They will consider questions such as: 'How does my internship connect to my future career and community?' Prerequisites:consent of instructor. ","Course Rules:May be retaken with change in internship to max of 6",""
"PH 297","Study Abroad:","Public Health (PH)","Designed to enroll students in UWM sponsored program before course work level, content, and credits are determined and/or in specially prepared program course work. Prerequisites:acceptance for Study Abroad Prog. Course Rules:Retakable w/chg in topic. ","1-12"," Undergraduate"
