"course_code","course_title","department","description","credits"
"MICR 5163Foundations","of Cellular Life","Microbiology (MICR)","Prerequisites:OSU graduate student or permission of instructor. Description:This class will provide an in-depth introduction into fundamental principles that apply to any microorganism and will provide an intellectual framework to understand all cells. The fundamentals discussed will be illustrated through a combination of classical and recent scientific breakthroughs. It will provide a solid, deep foundation for a successful academic career in microbiology. Previously offered as MICR 6163. May not be used for degree credit withMICR 4163. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5233Advanced","Cell and Molecular Biology","Microbiology (MICR)","Prerequisites:MICR 3033. Description:Advanced topics in cell and molecular biology including regulatory mechanisms of gene expression, protein function, cell structure and organization, cell division, and development. No credit for students with credit inMICR 4233. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5253Concepts","in Medical Genetics","Microbiology (MICR)","Prerequisites:BIOL 3023. Description:Application of genetic principles in the study of human diseases, including the inheritance, molecular mechanisms, detection, characterization, and discovery of human genes. No credit for students with credit inMICR 4253. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5263Microbial","Genetics: from Genes to Genomes","Microbiology (MICR)","Description:Integration of genetics and genomics principles, the basic processes of gene transmission, molecular biology of gene expression and evolutionary genetics by gaining social and historical context in which genetics are developed. Participants are expected to comprehend the dramatic change in our understanding of genetics and the role such information has in our view of disability and disease. May not be used for degree credit withMICR 4263. Contact hours:Lecture: 1 Lab: 4 Contact: 5 Levels:Graduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","3"
"MICR 5273Advanced","Principles of Microbial Pathogenesis","Microbiology (MICR)","Description:Advanced study of the pathogenic mechanisms used by microbial pathogens to cause disease.  Principles of pathogen and pathogen-host interactions that lead to disease pathology. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5323Cellular","Energy Metabolism","Microbiology (MICR)","Prerequisites:MICR 3033orBIOC 3653. Description:An exploration of the principals and mechanisms of energy utilization and transformation in animals, plants, and microbial systems. The course covers a range of topics from basic molecular mechanisms to recent advances in understanding energy flow in whole organisms. It includes new insights into the nanomachines involved in cell movement as well current genome-enabled approaches to understanding cellular energy metabolism. May not be used for degree credit withMICR 4323. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5333Controversies","in Vaccinology","Microbiology (MICR)","Prerequisites:OSU graduate student status or permission of instructor. Description:Public misconceptions about science abound, however, these misconceptions have a major impact on perception of research and public policy. Examples of themes in science as portrayed, for example, in film will be explored and critically discussed. Ways to improve communication between the scientist and the general public will be evaluated. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5423Antibiotics","and Antibiotic Resistance","Microbiology (MICR)","Description:This course begins with a basic history of antibiotics, including their discovery and industrial development. It covers the major classes of antibiotics, their structures and mechanisms of action, and the mechanisms by which bacteria become resistant to antibiotics. Also covered are industrial and commercial considerations, antibiotic stewardship, current challenges, and future prospects for antibiotic discovery and use. Same course asMICR 4423. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5513Grant","Proposal Preparation","Microbiology (MICR)","Prerequisites:Admission into Microbiology graduate program. Formats, strategies, and styles of research grant proposal writing. Description:Activities include hypothesis development and critical evaluation of research proposals. Contact hours:Lecture: 2 Contact: 3 Other: 1 Levels:Graduate Schedule types:Discussion, Combined lecture & discussion, Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5524Biological","Laboratory Instrumentation","Microbiology (MICR)","Prerequisites:CHEM 1515or equivalent andPBIO 1404orMICR 2123orBIOL 1604or equivalents or consent of instructor. Description:Lecture and laboratory course in biological instrumentation use, theory, experimental design, maintenance, and troubleshooting. Topics include liquid handling systems, pH/ISE meters, electrophoresis, spectrophotometers, centrifuges, chromatography, thermocyclers, and DNA sequencers. May not be used for degree credit withBIOL 4524;MICR 4524;PBIO 4524. Previously offered asBIOL 5524;PBIO 5524. Contact hours:Lecture: 2 Lab: 4 Contact: 6 Levels:Graduate Schedule types:Lab, Lecture, Combined lecture and lab Department/School:Microbiology & Mol Gen ","4"
"MICR 5543Microbial","Genomics and Bioinformatics","Microbiology (MICR)","Prerequisites:MICR 2123;MICR 3033orMICR 3223or equivalents. Description:Basic approaches and strategies for microbial genome analysis, and hands-on training on the subject. Graduate students enrolled in the class are expected to give a comprehensive presentation on the genomic analysis done throughout the semester. The presentation should be a manuscript format with a brief Introduction, Materials and Methods, Results, and Discussion. A comprehensive use of all principals covered in class is expected and will be used for evaluation. Credit will also be given to handling questions and presentation skills. May not be used for degree credit withMICR 4543. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5553Foundations","of Cancer","Microbiology (MICR)","Prerequisites:A minimum grade of ""C"" inCHEM 3053(or equivalent) orMICR 3033(or equivalent) or consent of instructor. Description:Course covers six themes: causes of cancer, cancer genetics, cancer progression/diagnosis, cancer treatments, immuno-oncology, and cancer prevention. Course will illustrate both setbacks and victories in applying the scientific method to biological processes and the evidence for and assumptions made in these approaches will be discussed. Suitable for graduate students in cancer-related research. Same course asPHYS 5553. May not be used for degree credit withMICR 3553, orPHYS 3553. Contact hours:Lecture: 2 Contact: 3 Other: 1 Levels:Graduate Schedule types:Discussion, Combined lecture & discussion, Lecture Department/School:Microbiology & Mol Gen ","3"
"MICR 5990Special","Problems","Microbiology (MICR)","Prerequisites:Permission of instructor. Description:Investigations in the field of Microbiology.



Offered for variable credit, 1-4 credit hours, maximum of 10 credit hours. Contact hours:Contact: 1-4 Other: 1-4 Levels:Graduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","1-4"
"MICR 6112Molecular","Biology of Bacterial Viruses","Microbiology (MICR)","Prerequisites:MICR 4123and MICR 4133. Description:Advanced study of bacteriaphages. Course previously offered as MICR 6113. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","2"
"MICR 6120Recent","Advances in Microbiology","Microbiology (MICR)","Prerequisites:One graduate course in biochemistry. Description:Discussion and evaluation of recent scientific contributions in terms of the living organism.



Offered for fixed credit, 1 credit hour, maximum of 6 credit hours. Contact hours:Contact: 1 Other: 1 Levels:Graduate Schedule types:Independent Study Department/School:Microbiology & Mol Gen ","1"
"MICR 6133Cellular","Microbiology","Microbiology (MICR)","Prerequisites:A strong undergraduate level background in microbiology, biochemistry or cell biology is expected. Description:The molecular interactions between intracellular parasites and their host cells will be explored, emphasizing the manipulation of normal cellular processes to the benefit of the parasite. The course will involve critical reading of the current literature and development of an understanding of molecular microbe and cell biology research techniques. Contact hours:Lecture: 3 Contact: 3 Levels:Graduate Schedule types:Lecture Department/School:Microbiology & Mol Gen ","3"
