"course_code","course_name","description","department","credits"
"SPCM 2160","America Speaks: Great Speakers and Speeches in US History","Survey of great speeches examined within their political and cultural contexts. Analysis of the rhetorical strategies of diverse speakers with an emphasis on texts from social movements in the United States. Meets U.S. Cultures and Communities Requirement.","Speech Communication (SPCM)","Credits:3"
"SPCM 2750","Analysis of Popular Culture Texts","Prereq: Credit or concurrent enrollment inENGL 2500Analysis of how information and entertainment forms persuade and manipulate audiences. Study of several forms that may include newspapers, speeches, television, film, advertising, fiction, and magazines. Special attention to verbal and visual devices.
		
		 (Typically Offered:Fall, Spring)","Speech Communication (SPCM)","(Cross-listed withENGL 2750)"
"SPCM 2900","Special Projects","Prereq: 3 credits in SPCM; Department Permission(Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","Credits:1-2"
"SPCM 3100","Rhetorical Analysis","Prereq:ENGL 2500Fundamental principles of rhetorical criticism. Focus on selected theories for analyzing cultural texts, including essays, speeches, film, technical and scientific documents, and websites. Emphasis on identifying artifacts, formulating research questions, applying methodologies, and understanding and practicing critical analysis through discussion and in writing.
		
		 (Typically Offered:Fall, Spring)","Speech Communication (SPCM)","(Cross-listed withENGL 3100)"
"SPCM 3120","Business and Professional Speaking","Theory, principles, and competency development in the creation of coherent, articulate business and professional oral presentations.SPCM 2120or prior public speaking experience recommended.
		
		 (Typically Offered:Fall, Spring)","Speech Communication (SPCM)","Credits:3"
"SPCM 3230","Gender and Communication","Examination of how understanding and enactment of gender identity is shaped by communication. Verbal and nonverbal communication across various contexts including personal relationships and the media. Explores discourse of social movements aiming to transform cultural definitions of gender. Meets U.S. Cultures and Communities Requirement.","Speech Communication (SPCM)","(Cross-listed withWGS 3230)"
"SPCM 3240","Legal Communication","Prereq:SPCM 2120Speech communication in the legal system inside and outside the trial process: interviewing and counseling, negotiating and bargaining, voir dire, opening statements, examination of witnesses, closing arguments, judge's instructions, jury behavior, and appellate advocacy.","Speech Communication (SPCM)","Credits:3"
"SPCM 3500","Rhetorical Traditions","Prereq:ENGL 2500Ideas about the relationship between rhetoric and society in contemporary and historical contexts. An exploration of classical and contemporary rhetorical theories in relation to selected topics that may include politics, gender, race, ethics, education, science, or technology.
		
		 (Typically Offered:Spring)","Speech Communication (SPCM)","(Cross-listed withCLST 3500/ENGL 3500)"
"SPCM 4170","Campaign Rhetoric","Prereq:SPCM 2120Backgrounds of candidates for state and national elections; selected speeches and issues; persuasive strategies and techniques of individual speakers. Offered even-numbered years.
		
		 (Typically Offered:Fall)","Speech Communication (SPCM)","(Cross-listed withPOLS 4170)"
"SPCM 4180","Seminar in Rhetoric and Writing","Prereq:ENGL 3100/SPCM 3100and Junior classificationIntensive study of a selected topic that bridges theory and practice in rhetoric, writing studies, and related fields. Topics may include argumentation, public memory, rhetorical genre, critical/cultural rhetorics, and other topics.
		
		 (Typically Offered:Spring)","Speech Communication (SPCM)","(Cross-listed withENGL 4180)"
"SPCM 4900","Independent Study","Prereq: 18 credits in SPCM; Junior classification; Department PermissionOnly one independent study enrollment is permitted within the department per semester.
		
		 (Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","Credits:1-3"
"SPCM 4950B","Independent Study: Teaching Speech","Problems, methods, and materials related to teaching speech, theatre, and media in secondary schools.
		
		 (Typically Offered:Fall)","Speech Communication (SPCM)","(Cross-listed withEDUC 4950B)"
"SPCM 5130","Teaching Fundamentals of Public Speaking","Prereq: Graduate Standing or Permission of InstructorIntroduction to the teaching of public speaking. Exploration of pedagogical theory and methods related toSPCM 2120objectives, pedagogical approaches, lesson planning, assignment development, and evaluation of student projects. Required of all new teaching assistants teachingSPCM 2120.
		
		 (Typically Offered:Fall)","Speech Communication (SPCM)","Credits:3"
"SPCM 5400","Drama","Prereq: Graduate Standing or Permission of InstructorPrimary texts in dramatic genres from various literary periods, in critical and cultural contexts. Frequently concentrates on the English Renaissance and the Shakespearean stage.","Speech Communication (SPCM)","(Cross-listed withENGL 5400)"
"SPCM 5470","The History of Rhetorical Theory from the Classical Era to the Present","Prereq: Graduate Standing or Permission of InstructorRhetorical theory from the classical period of ancient Greece through to the 20th century; attention to rhetoric's relation to the nature of knowledge, communication, practice, and pedagogy.","Speech Communication (SPCM)","(Cross-listed withENGL 5470)"
"SPCM 5480","Cultural and Critical Theories of Communication and Rhetoric","Prereq: Graduate Standing or Permission of InstructorContemporary theories that address the production, reception, and critical evaluation of cultural artifacts and communicative events; these theories address power, ideology, and the norms of public discourse. Theories covered may include Postmodernism, Feminist Theory, Public Sphere Theory, as well as Critical Race Theory, Social Justice Theory, Disability Theory, Queer Theory, and/or Intercultural Theories of Communication and Rhetoric.","Speech Communication (SPCM)","(Cross-listed withENGL 5480)"
"SPCM 5490","Multimedia and Interaction Design","Prereq: Graduate Standing or Permission of InstructorRhetorical principles of interactive multimedia design, such as those in streaming multimedia as part of workplace documents. Practical understanding of the computer applications used in interactive multimedia development. Focus on theoretical and practical elements of producing multimedia for training in both education and industry. Work with interactive hypertext, digital audio, and nonlinear video editing.","Speech Communication (SPCM)","(Cross-listed withENGL 5490)"
"SPCM 5900","Special Topics","Prereq: Instructor Permission for Course(Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","Credits:1-4"
"SPCM 5920A","Core Studies: Rhetoric","Prereq: Graduate Standing or Permission of InstructorSeminar on topics central to the fields of rhetoric and professional communication or composition.
		
		 (Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","(Cross-listed withENGL 5920A)"
"SPCM 5920B","Core Studies: Composition","Prereq: Graduate Standing or Permission of InstructorSeminar on topics central to the fields of rhetoric and professional communication or composition.
		
		 (Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","(Cross-listed withENGL 5920B)"
"SPCM 5920C","Core Studies: Professional Communication","Prereq: Graduate Standing or Permission of InstructorSeminar on topics central to the fields of rhetoric and professional communication or composition.
		
		 (Typically Offered:Fall, Spring, Summer)","Speech Communication (SPCM)","(Cross-listed withENGL 5920C)"
"SPCM 6110","Seminar in Rhetorical Theory","Rhetorical theory, criticism, and/or practice in relation to a historical period or a particular theoretical issue.","Speech Communication (SPCM)","(Cross-listed withENGL 6110)"
"SMC 2500","Principles of Sports Media and Communication","Exploration of the essential principles behind the interaction of sports and media communication. Students will understand the processes that shape how sports are portrayed, promoted, and analyzed in the media, increase their awareness of decision-making strategies within the industry, and engage in opportunities to apply theoretical concepts to practical scenarios surrounding sports media content.
		
		 (Typically Offered:Fall, Spring)","Sports Media and Communication (SMC)","Credits:3"
"SMC 3040","Sportswriting and Announcing","Prereq:JLMC 1100and Minimum of C+ inJLMC 2010Hands-on experiences develop skills needed to write various forms of sports journalism and to provide play-by-play and color commentating duties for radio and TV sports broadcasts. Reviews history of sports media and its development from the early days of print sports coverage and radio broadcasting to modern multimedia sports coverage, including social media and podcasting.
		
		 (Typically Offered:Fall, Spring)","Sports Media and Communication (SMC)","Credits:3"
