"course_code","course_name","description","department","credits"
"MBT 528","Basic Bioinformatics","Introduction to bioinformatics covering biological databases, gene prediction, sequence alignment, phylogenetic analysis, structural bioinformatics, genomics, functional genomics and proteomics. Course Information: Extensive computer use required. Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must register for one Lecture-Discussion and one Laboratory-Discussion.","Medical Biotechnology (MBT)","2 hours"
"MBT 529","Introduction to Flow Cytometry","Covers principles of flow cytometry, choices of fluorochromes, data analysis and presentation, technical protocols for flow cytometric procedures and trouble shooting during data acquisition and analysis. Course Information: Animals used in instruction. Prerequisite(s):MBT 506.","Medical Biotechnology (MBT)","1 hour"
"MBT 530","Recombinant DNA Technology","Covers the various tools and techniques required for creating a recombinant DNA molecule, transforming host cell  and to check the expression of recombinant DNA. Course Information: Prerequisite(s): Graduate standing in the Master of Science in Medical Biotechnology Program or approval of the Department of Biomedical Sciences, College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 531","Advanced Statistics for Clinical Trials","Applied course in statistical analysis and reporting of data for clinical trials. Course Information: 2 hours. Extensive computer use required. Prerequisite(s):MBT 511andMBT 527. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory-Discussion.","Medical Biotechnology (MBT)","2 hours"
"MBT 532","Laboratory Qualification, Validation and Documentation","Covers FDA regulations, GLP, USP, and industry recognized best practices in the laboratory with a focus on Qualification, Validation and Documentation. Course Information: Prerequisite(s): Graduate standing in the Master of Science in Medical Biotechnology Program or approval of the Department of Biomedical Sciences, College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory-Discussion.","Medical Biotechnology (MBT)","2 hours"
"MBT 533","Biotechnology Start-up Entrepreneurship","Overview of new venture creation process. Includes topics such as team building, necessary skills to initiate a start-up company, seeking venture financing and protecting intellectual property. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology Program or approval of the Department of Biomedical Sciences, College of Medicine - Rockford.","Medical Biotechnology (MBT)","1 hour"
"MBT 534","Principles of Anatomy and Physiology","Focuses on how structure relates to function and vice versa, and explore the interrelationship and interdependency of the various organ systems. Course Information: Animals used in instruction. Prerequisite(s): Graduate standing in Medical Biotechnology Program or approval of the Department of Biomedical Sciences, College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory-Discussion.","Medical Biotechnology (MBT)","3 hours"
"MBT 535","Biomedical Implants: Materials, Design, Characterization and Clinical and Safety Issues","Biomaterials used; surface modification and coatings; biomechanics; tribocorrosion. Possible failure mechanisms that can affect the performance and longevity will also be addressed.","Medical Biotechnology (MBT)","1 hour"
"MBT 536","Introduction to Flow Cytometry and Confocal Microscopy","Covers basic principles of flowcytometry and confocal microscopy, specimen preparation and labeling, operation, data analysis and trouble shooting. Course Information: Animals used in instruction. Prerequisite(s): Completion ofMBT 501andMBT 506. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 537","Stem Cells and Regenerative Engineering","Taught by a team of experts covering topics on both human embryonic stem cells and induced  pluripotent stem cells and their potential application in regenerative medicine.","Medical Biotechnology (MBT)","1 hour"
"MBT 538","Laboratory Animals: Use, Handling, and Care","Covers regulations and policies on the use of laboratory animals, diversity, nutritional requirements, reproductive requirements, housing and care, minor surgical procedures and alternatives to animal use. Course Information: Animals used in instruction. Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","2 hours"
"MBT 539","Tools for Immunoassay Development","Provides training in  various immunological  techniques such as protein expression, western blotting, flow-cytometry and ELISAs, with emphasis on laboratory reporting, data analysis, experimental design and troubleshooting. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 540","Advanced Protein Biochemistry","Covers resin chemistry and  chromatography, magnetic  beads  for life sciences and  antibody-protein  conjugation. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Class Schedule Information: To be properly registered, students must enroll in one Lecture-Discussion and one Laboratory.","Medical Biotechnology (MBT)","3 hours"
"MBT 541","Nanotechnology, Nanoparticle and Nanomaterials: Fundamentals and Future Directions","Nanomaterials, nanosystems design, quantum confinement, emergence of nanotechnology, synthesis and assembly, 0D, 1D and 2D nanostructures, polymeric nanomaterials, characterization of nanomaterials, applications of nanomaterials. Course Information: Prerequisite(s): Graduate Standing in Medical Biotechnology Program or approval of the Department of Biomedical Sciences.","Medical Biotechnology (MBT)","1 hour"
"MBT 542","Gene and Cell Therapy","Focuses on the  technical advancements and cutting-edge technologies in gene and cell therapy with some discussions of clinical  practices and ethical considerations. Course Information: Prerequisite(s): Graduate standing in Medical Biotechnology program or approval of the Department of Biomedical Sciences at College of Medicine - Rockford. Corequisites: Requires concurrent registration inMBT 505andMBT 506. Class Schedule Information: To be properly registered, students must enroll in one Lecture.","Medical Biotechnology (MBT)","2 hours"
"MBT 591","Departmental Seminar in Medical Biotechnology","Lecture series by invited speaker or advanced students with lectures on topics of current or developing interest in medical biotechnology. Course Information: Satisfactory/Unsatisfactory grading only. May be repeated. Prerequisite(s): Approval of the department.","Medical Biotechnology (MBT)","1-4 hours"
