subject,level,course_code,course_title,credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,198A-198B,"Senior Honors Research in Portuguese tive works. S/U or letter grading. ture, three hours. Knowledge of Spanish not required",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,199,Directed Research in Portuguese,2 to 4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Lower-Division,2G,Reading Course for Graduate Students,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,255,Studies in Modern Brazilian Literature,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M200,Research Resources,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M201A-M201B,Literary Theory and Criticism,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,202,Synchronic Morphology and Phonology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,204A-204B,Generative Grammar,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,370,Teaching Portuguese in Secondary School,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M205A-M205B,"Development of Portuguese and Discussion, three hours. Designed for future teachers course designed to increase communicative ability",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,224,Early Portuguese Literature,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,225,Camões and Portuguese Renaissance,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,596,Directed Individual Study or Research,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,226,Baroque and Neoclassical Portuguese Litera- Acquisition of cultural competence and introduction to,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,227,19th-Century Portuguese Literature,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,228,Post-Romanticism and Naturalism in Portu- grading. tory is online. Designed for students who are from,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,7B,Intermediate Spanish for Heritage Speakers,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,8A-8B,Spanish Conversation,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,9A-9B,Advanced Conversation,2
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,10,Intensive Elementary Spanish,12
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,11A,Catalan Language and Culture I.,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,60C,"Don Quijote. American, and Luso-Brazilian Worlds",4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,11B,Catalan Language and Culture II.,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,130,Topics in Medieval Studies,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,12A-12B-12C,"Basque Language and Culture I, II, III. dividual study with lecture course instructor to explore Requisites: courses 25 or 27, and 119. Exploration of",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,19,Fiat Lux Freshman Seminars,1
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,25,Advanced Spanish Composition,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,27,"Advanced Spanish Composition for Heritage Research Center. May be repeated. P/NP grading. identities and theatrical representations, literature and",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,5,Practice in reading and writing of Spanish for stu- be repeated for credit with topic change. P/NP or,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,28A,Spanish for Special Purposes: Medical,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,28B,Spanish for Special Purposes: Business,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,3,Introduction to Spanish language and its diverse,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,155,Topics in U.S. Latina/o Studies,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,160,Topics in Spanish Linguistics,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,202B,Morphology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M165XP,"Taking It to Street: Spanish in Community. ings, papers, or other activities. May be repeated for",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M172XP,Topics in Community Engagement,5
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,25,Introduction to community engagement in various 226. Prose of the Golden Age,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,27,Limited to juniors/seniors. Internship in supervised,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,175,Topics in Creative Writing and Translation,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,180,Variable Topics in Visual Cultures,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,119,Study of visual knowledge production in Latin,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,233,Spanish Prose Literature after the Civil War,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,234,Spanish Drama and Poetry from 1898 to the 277A-277B. Studies in Colonial Spanish-American PhD qualifying examinations. May be taken only once,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,235,Spanish Drama and Poetry after the Civil War. of appropriate guidance committee. taken. S/U grading,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,237,Literature of the Spanish Conquest,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,238,"Baroque, Enlightenment, and Neoclassicism in M280B. Studies in Contemporary Spanish-Ameri-",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,239,Romanticism and Realism in Spanish-Ameri- hours. Preparation: reading knowledge of one foreign TATISTICS AND,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,240,Major Currents in Modern Spanish-American 281. Studies in Chicano Literature,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,241A-241B,Contemporary Spanish-American Short topics; consult Schedule of Classes or department Box 951554,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,243A-243B,Contemporary Spanish-American Poet-,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,244A-244B,"Contemporary Spanish-American Nov- manuscripts. Specific topics vary from year to year. Hongquan Xu, PhD, Chair",Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,245,Contemporary Spanish-American Essay,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,246,Contemporary Spanish-American Drama,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M247,Chicano Literature,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,M251A-M251B,Studies in Galegan-Portuguese and students in seminar setting to discuss how to define,Unknown Credits
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,370,Teaching Spanish in Secondary School,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,256A-256B,Studies in Spanish Linguistics,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,375,Teaching Apprentice Practicum,1 to 4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,257,Studies in Dialectology,4
Clinical Rolled In Minimum Of 12 Units (Excluding This Course). Issues Related To Psychological Health And Wellness.,Graduate,262A-262B,"Studies in Medieval Spanish Literature. 490. Using Technology in Foreign Language Class- Peter M. Bentler, PhD",Unknown Credits
