"course_code","course_name","course_level","course_hours","course_description"
"PE 184","Snow Sport Basics","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  The objective of this course is to provide students with a comprehensive overview of several common snow sports including downhill snow skiing, snowboarding, and Nordic skiing."
"PE 187","Golf","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  The course is designed to introduce students to the rules, skills, and strategies involved in golf."
"PE 201","Pilates","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  Introduces students to basic techniques, postures, and controlled breathing designed to build core strength, improve flexibility, and increase physical fitness in a non-competitive atmosphere."
"PE 202","Intermediate Yoga","Undergraduate","1 Hour","(May be repeated for a maximum of 2 credit hours).  PR:PE 153or previous yoga experience.  Emphasizes poses which build a combination of strength, flexibility, balance, and introduces breathing techniques to increase energy and focus. Moderately paced for students with previous yoga practice."
"PE 203","Yoga for Health and Wellness","Undergraduate","1 Hour","This course provides an introduction to yoga and yoga philosophy and encourages students to incorporate healthy lifestyles  habits into their daily routines. This course has a positive impact on student's stress levels and outlook on life."
"PE 206","Modified Indoor Tennis","Undergraduate","1 Hour","Introduce students to the basic skills and techniques involved in playing Modified Indoor Tennis (Pickle ball)."
"PE 212","Confident City Cycling","Undergraduate","1 Hour","Riding skills and crash avoidance maneuvers; how to control situations in traffic and ride confidently; bicycle maintenance; proper clothing and equipment selection; in classroom and on-bike instruction."
"PE 214","Beginning Lacrosse","Undergraduate","1 Hour","Introduces students to the basic skills and techniques involved in playing lacrosse."
"PE 215","Intermediate Lacrosse","Undergraduate","1 Hour","This course focuses on more advanced concepts and skills involved in the game of lacrosse for the experienced player."
"PE 220","Striking and Field Games","Undergraduate","1 Hour","This teaching games for understanding (TGfU) course is designed to introduce the students to the rules, skills, and strategies involved in playing striking and fielding games."
"PE 221","Invasion Games","Undergraduate","1 Hour","This teaching games for understanding(TGfU) course is designed to introduce the students to the rules, skills, and strategies involved in playing games where one invades their opponent's territory."
"PE 223","Net and Wall Games","Undergraduate","1 Hour","This teaching games for understanding (TGfU) course is designed to introduce the students to the rules, skills, and strategies involved in playing net and wall games."
"PE 225","Dance Conditioning","Undergraduate","2 Hours","The course provides the dance student with the tools to condition and maintain a healthy body. Through elementary anatomical vocabulary, basic theoretical concepts and experiential physical routines such as proper warm up and cross-training methodologies focused on dance, the student will acquire his/her own sequence and daily physical maintenance for dance."
"PE 229","Fitness and Wellness","Undergraduate","2 Hours","Basic concepts associated with the development and maintenance of physical activity. Exposure to local fitness opportunities. Engagement in health-promoting and wellness activities. Awareness and responsibility for the maintenance of health and physical well-being through physical activity."
"PE 293","Special Topics","Undergraduate","1-6 Hours","(May be repeated for a maximum of 2 credit hours). PR: Consent.  Investigation of topics not covered in regularly scheduled courses."
"PE 493","Special Topics","Undergraduate","1-6 Hours","(May be repeated for a maximum of 2 credit hours). PR: Consent.  Investigation of topics not covered in regularly scheduled courses."
"PET 101","Games in American Culture","Undergraduate","3 Hours","Examination of how the social history of a variety of American physical games has impacted their development and conversely how the games have impacted American society."
"PET 124","Human Body: Structure and Function","Undergraduate","2 Hours","Overview of the structure and function of the organ systems in the human body. Topics covered include the skeletal, muscular, nervous, digestive, respiratory, and cardiovascular systems."
"PET 125","Principles of Human Movement","Undergraduate","2 Hours","PR:PET 124. This course is designed to introduce prospective physical educators to the principles of human movement. Pre-requisite(s) and/or co-requisite(s) may differ on regional campuses."
"PET 167","Introduction to Physical Education","Undergraduate","3 Hours","Overview of physical education teaching profession including career opportunities, critical current issues/ trends, professional standards, and the professional organizations."
"PET 175","Motor Development","Undergraduate","2 Hours","To examine changes in human movement behavior across the lifespan, the processes that underline these changes, and the factors that contribute to those changes."
"PET 228","Instructional Models and Curriculum in Physical Education","Undergraduate","3 Hours","PR: PEK majors must earn a C- or higher in all PET prefix courses. Students completing this course will examine physical education instructional models, curriculum, and curriculum development."
"PET 233","Pedagogy Theory and Application","Undergraduate","3 Hours","PR: Corequisite ofPET 233Land PEK majors must earn a C- or higher in all PET prefix courses. Applied pedagogical theory, including assessment, planning, design, management, and delivery of instruction in physical education settings."
"PET 233L","Pre-Residency Laboratory 1","Undergraduate","1 Hour","PR: Corequisite ofPET 233. Pedagogy Theory and Application -PET 233Pre-Residency 1 Laboratory."
"PET 244","Motor Learning and Performance","Undergraduate","2 Hours","Introduction to principles related to teaching, learning, and performance of motor skills. Emphasizes the application of knowledge to teaching and learning strategies for motor-skill acquisition."
"PET 276","Adapted Physical Education","Undergraduate","2 Hours","Examines legal issues and current trends in adapted physical education, and develops differential instruction strategies for designing, implementing and evaluating instructional programs for students’ individual needs in schools and specialized settings, emphasizing disability characteristics, definitions, functions, and behaviors."
