"course_code","course_title","credits","department","level","description"
"STA 6713","Linear Models","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. The main objective of this course is to understand the underlying theories of linear models for regression, analysis-of-variance (ANOVA), and linear mixed models. By starting with the review of topics in matrix algebra, including rank, inverse, determinants, and spectral decomposition, students learn multivariate Normal distribution and properties of their linear and quadratic transformations. Then, relevant theories are connected to linear regression problems to derive the statistical properties of parameter estimates and implement hypothesis testing. Students will also have the opportunity to learn the statistical properties of ANOVA models and their hypothesis-testing problems under linear model contexts. The formulation of linear mixed model and generalized linear model under matrix algebra theory is also covered. This course has Differential Tuition."
"STA 6813","Multivariate Analysis","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. This course includes an introduction to multivariate data, matrix algebra, random vectors, multivariate normal distribution, inference about mean vectors, comparison of several multivariate means, principal component analysis, factor analysis, and discrimination and classification. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6833","Design and Analysis of Experiments","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. Introduction to experimental design and applied data analysis as used in business, technological, and scientific settings. Topics include one-factor and two-factor experiments, randomized block designs, two-level and three-level factorial and fractional factorial designs, nested and split-plot designs, and optimal designs. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6843","Computer Aided Optimal Design","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 6833or equivalent, or consent of instructor. Introduction to obtaining experimental designs and statistical methods for fitting response surfaces, and how to computer-generate the designs and use them in applied settings. Topics discussed include generating designs for obtaining process improvements with steepest ascents and for fitting response surfaces of different shapes, and use of the resultant model diagnostics to find optimum operating conditions. Use is made of JMP and SAS for design generation. This course has Differential Tuition."
"STA 6853","Categorical Data Analysis","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. This course will cover an introduction to categorical data, analysis and asymptotic inferences on contingency tables, generalized linear model, logistic regression, logit models for binary data and multicategories, log-linear model, models for matched pairs, modeling correlated responses, and generalized linear mixed models. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6863","Spatial Statistics","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. This course will cover types of spatial data, problems dealt by geostatistical methods, basic theory of random fields, Gaussian random fields, covariograms and variograms, exploratory spatial data analysis, description of some geostatistical software, covariogram/variogram estimation: method-of-moments, least squares, maximum likelihood and restricted maximum likelihood, model selection, spatial prediction (kriging): simple kriging, ordinary kriging, universal kriging, lognormal kriging, trans-Gaussian kriging, indicator kriging, Poisson kriging, block kriging, statistical properties of kriging predictors, cross-validation, and simulation of random fields. This course has Differential Tuition."
"STA 6903","Survival Analysis","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5093or equivalent, or consent of instructor.  This course introduces both parametric and nonparametric methods for analyzing time to event data. Topics include survivor and hazard functions, censoring, Kaplan-Meier estimation, log-rank and related tests, inference based on standard lifetime distributions, regression approach to survival analysis including the Cox proportional hazards model, and time dependent covariates. Emphasis will be given on application, interpretation and data analysis using statistical software. This course has Differential Tuition."
"STA 6923","Introduction to Statistical Learning","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 5103or equivalent, or consent of instructor. This course provides an introduction to statistical learning and data mining tools in analyzing the vast amounts of data found in business, informatics, cyber security and other industries. The course mostly covers supervised learning. The topics include concepts in statistical and machine learning, data preprocessing, variance-bias tradeoff, linear regressions with model assessment and regularization, model averaging, resampling tools, tree-based models with bagging, boosting, and random forests, discriminant analysis, and nearest-neighbor classification. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6933","Advanced Topics in Statistical Learning","(3-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite:STA 6923or equivalent, or consent of instructor.  This course provides a deeper understanding of selected statistical learning concepts and tools with mathematical justifications. The topics include principal component analysis, cluster analysis, linear and nonlinear methods in regression and classification with regularization, generalized additive models, support vector machines, neural networks, and an introduction to deep learning. Statistical software will be used for data analysis. This course has Differential Tuition."
"STA 6943","Statistics Internship","(0-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Graduate standing, 15 semester credit hours of graduate work, and consent of instructor.  Internship must be approved in advance by the Internship Coordinator and the student’s Graduate Advisor of Record.
Supervised full- or part-time off-campus work experience and training in statistics. Individual conferences and written reports required. This course has Differential Tuition."
"STA 6953","Independent Study","(0-0) 3 Credit Hours.","Statistics (STA)","Graduate","Prerequisite: Graduate standing and permission in writing (form available) from the instructor and the student’s Graduate Advisor of Record. Independent reading, research, discussion, and/or writing under the direction of a faculty member. For students needing specialized work not normally or not often available as part of the regular course offerings. May be repeated for credit, but not more than 6 hours, regardless of discipline, will apply to the degree. This course has Differential Tuition."
"STA 6961","Comprehensive Examination","(0-0) 1 Credit Hour.","Statistics (STA)","Graduate","Prerequisite: Approval of the appropriate Graduate Program Committee to take the Comprehensive Examination. Independent study course for the purpose of taking the Comprehensive Examination. May be repeated as many times as approved by the Graduate Program Committee. Enrollment is required each term in which the Comprehensive Examination is taken if no other courses are being taken that term. The grade report for the course is either “CR” (satisfactory performance on the Comprehensive Examination) or “NC” (unsatisfactory performance on the Comprehensive Examination). This course has Differential Tuition."
